"ad_date","campaign_name","adset_name","spend","impressions","reach","clicks","leads","value","url_parameters","media_source"
2022-01-04,Wholesale,Wide,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2022-01-04,Wholesale,Wide,0,0,0,0,0,0,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2022-01-03,Lookalike,Trending new,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-03,Trendy,Trending new,3201,44784,27499,306,5,5410,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-03,Trendy,Lifestyle,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-03,Wholesale,Clean,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2022-01-03,Wholesale,Clean,0,0,0,0,0,0,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2022-01-02,Lookalike,Trending new,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-02,Trendy,Cringe,0,0,0,0,0,0,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-02,Trendy,Lifestyle,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-02,Trendy,Trending new,2988,8208,25017,140,2,5438,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-02,Wholesale,Wide,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2022-01-02,Wholesale,Wide,0,0,0,0,0,0,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2022-01-01,Lookalike,Trending new,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-01,Lookalike,Broad new,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2022-01-01,Trendy,Lifestyle,939,20050,10192,131,3,1600,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-01,Trendy,Cringe,187,10220,2699,24,0,371,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-01,Trendy,Trending new,522,21804,18485,105,5,871,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2022-01-01,Wholesale,Interests,0,0,0,0,0,0,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2022-01-01,Wholesale,Interests,0,0,0,0,0,0,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-31,Lookalike,Broad new,1600,4270,1383,19,1,1269,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-31,Lookalike,Trending new,12719,20429,5918,175,1,12617,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-31,Trendy,Lifestyle,442,16589,4549,37,1,869,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-31,Trendy,Cringe,440,8756,3520,26,1,763,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-31,Wholesale,Interests,552,2050,1914,5,0,794,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-31,Wholesale,Clean,510,295,1211,4,0,548,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-31,Wholesale,Wide,1075,4360,3295,15,0,1451,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-31,Wholesale,Interests,430,1986,1964,4,0,652,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-30,Lookalike,Broad,902,9729,5067,54,1,761,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-30,Lookalike,Broad new,5402,2695,13830,98,1,4921,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-30,Lookalike,Trending new,16452,32103,71672,745,14,18620,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-30,Trendy,Lifestyle,2379,5681,10408,31,0,5110,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-30,Trendy,Cringe,813,3152,959,27,0,1257,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-30,Wholesale,Wide,1422,4493,3403,21,1,1452,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-30,Wholesale,Interests,1197,6318,2722,8,1,905,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-30,Wholesale,Clean,1410,440,1444,7,0,1176,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-29,Lookalike,Broad new,7900,6864,12196,208,0,6106,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-29,Lookalike,Broad,770,5544,7209,85,1,1122,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-29,Trendy,Lifestyle,990,2980,5681,70,0,2125,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-29,Trendy,Cringe,585,4108,7270,21,0,682,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-29,Wholesale,Clean,943,3280,833,9,0,755,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-29,Wholesale,Wide,2949,3893,7076,37,1,4064,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-29,Wholesale,Interests,2188,5621,2057,5,0,2322,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-29,Wholesale,Clean,500,3047,1811,3,0,457,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-29,Wholesale,Wide,1791,3869,2546,16,1,2111,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-29,Wholesale,Interests,2306,3304,3878,3,0,2236,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-28,Lookalike,Broad new,8690,7256,2405,35,3,12126,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-28,Lookalike,Broad,3026,10144,8897,76,1,5173,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-28,Lookalike,Trending new,16632,51620,24350,285,8,17091,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-28,Trendy,Cringe,750,6308,7448,16,0,1120,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-28,Trendy,Lifestyle,1966,10708,5002,36,0,3723,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-28,Wholesale,Wide,2236,4068,3905,30,0,3349,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-28,Wholesale,Clean,1946,6085,4857,15,1,1909,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-28,Wholesale,Interests,737,5599,5024,6,0,556,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-28,Wholesale,Clean,531,1087,1871,15,0,832,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-28,Wholesale,Wide,2236,4405,1903,12,0,3064,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-28,Wholesale,Interests,2316,3667,3240,9,0,3115,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-27,Lookalike,Broad,1603,7027,5532,26,1,1694,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-27,Lookalike,Trending new,35779,67466,34697,258,20,53255,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-27,Lookalike,Broad new,6731,13171,4135,105,1,9222,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-27,Trendy,Cringe,373,3265,6228,37,0,718,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-27,Trendy,Lifestyle,491,2290,10366,41,0,786,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-27,Wholesale,Clean,1002,2861,2482,6,1,1092,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-27,Wholesale,Wide,504,1160,3918,19,1,459,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-27,Wholesale,Interests,1348,6485,6408,12,0,1421,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-27,Wholesale,Interests,1915,823,1101,32,2,2934,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-27,Wholesale,Clean,347,2366,500,3,0,409,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-27,Wholesale,Wide,1346,5023,4411,24,1,1073,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-26,Lookalike,Broad,3480,6910,12371,32,1,5477,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-26,Lookalike,Broad new,2086,8559,15311,67,4,3344,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-26,Lookalike,Trending new,10384,53026,91745,366,2,16461,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-26,Trendy,Lifestyle,1363,1952,11803,26,1,3396,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-26,Trendy,Cringe,652,2706,6757,56,0,1093,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-26,Wholesale,Clean,1448,3026,943,10,0,1396,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-26,Wholesale,Interests,1277,3408,882,11,0,2087,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-26,Wholesale,Wide,3721,6102,2272,34,1,4480,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-26,Wholesale,Interests,1781,1895,1931,6,1,1623,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-26,Wholesale,Wide,2729,4594,2887,23,1,1949,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-26,Wholesale,Clean,1193,371,2216,8,0,1123,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-25,Lookalike,Broad new,3062,9822,4330,38,4,5131,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-25,Lookalike,Trending new,25455,30101,27071,139,8,31475,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-25,Lookalike,Broad,4719,9811,11101,20,2,7719,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-25,Trendy,Lifestyle,2216,2976,4964,81,1,2876,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-25,Wholesale,Clean,538,3560,3028,9,0,561,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-25,Wholesale,Wide,4562,9414,9106,29,1,5169,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-25,Wholesale,Interests,788,3992,4254,7,0,652,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-25,Wholesale,Interests,1605,3468,3144,12,0,1731,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-25,Wholesale,Wide,4059,4409,6340,6,1,5585,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-25,Wholesale,Clean,1592,2912,2679,3,0,1387,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-24,Lookalike,Trending new,19710,29024,72887,690,17,25197,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-24,Lookalike,Broad,2311,14815,12274,75,2,3844,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-24,Trendy,Lifestyle,2031,7386,5873,30,1,4045,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-24,Wholesale,Interests,3041,2322,4853,5,1,4916,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-24,Wholesale,Clean,745,5510,2946,11,1,808,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-24,Wholesale,Wide,1405,2142,2618,25,1,2087,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-24,Wholesale,Clean,1113,1096,3257,5,1,1089,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-24,Wholesale,Interests,700,1469,1016,13,1,833,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-23,Lookalike,Broad,896,10784,9478,37,0,1474,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-23,Lookalike,Broad new,8356,9689,4496,29,2,7610,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-23,Lookalike,Trending new,27054,43768,30006,275,5,35926,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-23,Trendy,Lifestyle,1345,7027,4321,17,1,1904,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-23,Trendy,Cringe,216,3566,6124,45,0,518,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-23,Wholesale,Clean,1069,1240,4134,4,1,1074,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-23,Wholesale,Interests,1744,3739,1765,22,0,2058,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-23,Wholesale,Interests,392,3672,2420,11,0,556,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-23,Wholesale,Clean,858,936,1356,9,1,789,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-22,Lookalike,Trending new,13356,63306,37274,658,0,10389,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-22,Lookalike,Broad,1616,6928,3641,89,2,2796,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-22,Trendy,Cringe,585,2574,1093,6,0,1434,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-22,Trendy,Lifestyle,1540,7786,4336,32,1,2256,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-22,Wholesale,Interests,325,668,2521,2,1,344,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-22,Wholesale,Wide,3407,8358,4156,36,1,3752,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-22,Wholesale,Wide,2827,5717,3698,15,1,3240,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-22,Wholesale,Interests,481,1515,1905,11,0,701,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-21,Lookalike,Trending new,36691,65342,18500,208,14,42283,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-21,Lookalike,Broad new,6181,7733,7412,68,2,4854,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-21,Lookalike,Broad,3905,16405,3581,40,2,5272,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-21,Trendy,Lifestyle,2489,9303,11573,21,1,4035,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-21,Wholesale,Interests,1636,1074,2016,11,0,1817,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-21,Wholesale,Wide,2029,3487,9094,50,0,2089,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-21,Wholesale,Clean,978,2589,1379,13,0,1539,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-21,Wholesale,Interests,144,2888,3622,9,0,194,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-21,Wholesale,Wide,1328,8901,5605,23,1,1424,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-20,Lookalike,Broad,1129,9845,8652,100,1,1869,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-20,Lookalike,Broad new,4955,13682,9360,138,3,6061,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-20,Lookalike,Trending new,35023,67447,54196,478,14,39892,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-20,Wholesale,Wide,403,878,2534,14,0,504,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-20,Wholesale,Clean,2825,989,3330,7,0,3504,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-20,Wholesale,Interests,1349,3297,3005,6,0,2287,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-20,Wholesale,Interests,483,5560,3376,13,1,703,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-20,Wholesale,Wide,1178,2211,1642,10,1,1540,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-19,Lookalike,Broad new,1458,2707,8204,80,2,1343,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-19,Lookalike,Trending new,7030,98658,67412,351,2,10136,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-19,Lookalike,Broad,6190,32172,27424,171,4,7389,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-19,Trendy,Cringe,3974,8916,16955,133,2,9200,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-19,Trendy,Lifestyle,6976,9735,8053,65,0,16739,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-19,Wholesale,Wide,2231,1168,4869,4,1,3272,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-19,Wholesale,Interests,2882,6649,1572,7,1,2616,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-19,Wholesale,Clean,1608,3403,5088,12,1,2338,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-19,Wholesale,Wide,788,1283,4254,2,1,940,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-19,Wholesale,Interests,271,1346,2074,15,1,254,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-18,Lookalike,Broad new,5300,2332,3742,133,3,6233,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-18,Lookalike,Broad,7012,13789,18979,118,6,5979,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-18,Lookalike,Trending new,12401,70503,62921,323,8,19578,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-18,Trendy,Lifestyle,4495,19000,15195,138,5,7271,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-18,Trendy,Cringe,2515,15356,3874,101,1,2848,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-18,Wholesale,Interests,1820,5377,3304,5,0,2564,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-18,Wholesale,Wide,879,2179,4900,15,0,964,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-18,Wholesale,Interests,800,3061,1298,8,0,1262,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-18,Wholesale,Clean,1946,2852,4155,4,0,1937,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-17,Lookalike,Broad,7407,12725,16267,320,8,10991,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-17,Lookalike,Trending new,9647,42349,14740,644,9,14309,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-17,Lookalike,Broad new,5873,6117,8478,80,0,6520,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-17,Trendy,Lifestyle,6574,11611,8716,124,2,15159,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-17,Trendy,Cringe,2819,6542,6537,77,2,5506,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-17,Wholesale,Interests,2910,2430,3933,4,1,3677,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-17,Wholesale,Clean,335,2483,2372,17,0,359,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-17,Wholesale,Wide,1292,1681,5413,22,1,1269,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-17,Wholesale,Clean,237,1312,2920,13,0,178,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-17,Wholesale,Interests,905,3327,3238,14,1,1442,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-17,Wholesale,Wide,1306,1742,665,37,0,2023,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-16,Lookalike,Broad,2702,21344,24717,191,5,2821,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-16,Lookalike,Trending new,7251,78227,72367,253,14,9871,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-16,Trendy,Lifestyle,3373,12714,31832,258,5,5962,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-16,Wholesale,Wide,2922,3020,6365,18,1,4981,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-16,Wholesale,Interests,2763,6489,2495,21,1,4556,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-16,Wholesale,Clean,1644,1740,2321,4,0,2359,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-16,Wholesale,Interests,656,2642,4949,20,0,1023,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-16,Wholesale,Wide,1952,5264,6293,20,2,1325,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-16,Wholesale,Clean,361,2145,1406,9,0,285,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-15,Lookalike,Broad new,7083,11085,3006,57,1,12344,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-15,Lookalike,Trending new,7822,68882,54453,242,8,9642,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-15,Lookalike,Broad,6823,29315,26963,220,4,7093,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-15,Trendy,Cringe,3193,11173,11981,50,1,4394,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-15,Trendy,Lifestyle,4211,44387,26432,220,6,7513,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-15,Wholesale,Interests,773,5241,8253,9,1,1198,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-15,Wholesale,Wide,678,5052,2760,20,0,834,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-15,Wholesale,Clean,1965,4967,2179,14,0,2200,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-15,Wholesale,Clean,280,3658,670,2,0,274,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
2021-12-15,Wholesale,Interests,679,4471,3329,8,0,682,utm_source=google&utm_medium=cpc&utm_campaign=hobby,Google
2021-12-14,Lookalike,Broad,5212,17038,19009,214,6,4238,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-14,Lookalike,Trending new,33982,67432,46310,1099,11,57606,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,Facebook
2021-12-14,Lookalike,Broad new,1847,10329,4634,155,2,1785,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,Facebook
2021-12-14,Wholesale,Interests,339,4913,2429,4,0,377,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,Facebook
2021-12-14,Wholesale,Clean,2259,2549,3041,9,0,3688,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-14,Wholesale,Wide,3147,5033,6288,27,1,2768,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,Facebook
2021-12-14,Wholesale,Wide,1337,1191,1805,38,0,1306,utm_source=google&utm_medium=cpc&utm_campaign=cheap,Google
